Date,Open,High,Low,Close,Volume,Currency,security,ticker_id,class,source
2021-06-14,15.48,16.1,15.31,16.05,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-15,15.75,16.55,15.62,16.41,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-16,16.36,16.93,15.99,16.18,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-17,17.35,17.82,16.41,17.08,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-18,16.84,20.78,16.69,20.76,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-21,22.99,22.99,19.33,19.48,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-22,19.59,19.73,17.39,17.57,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-23,17.35,18.82,17.2,18.55,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-24,17.6,18.03,16.93,17.35,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-25,17.49,17.77,16.59,16.68,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-28,17.21,17.92,16.8,17.65,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-29,17.09,17.34,16.84,16.95,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-06-30,17.34,19.51,17.23,18.18,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-01,17.39,18.98,16.96,17.73,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-02,17.61,17.75,16.23,16.57,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-05,17.73,17.97,16.51,16.75,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-06,17.17,18.43,16.49,18.13,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-07,17.13,18.02,16.85,17.32,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-08,18.95,21.97,18.95,19.97,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-09,18.71,19.1,17.85,17.95,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-12,18.21,19.41,17.9,17.95,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-13,18.25,18.25,17.56,18.0,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-14,18.47,18.88,17.28,17.68,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-15,17.23,19.26,17.0,18.64,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-16,17.91,19.79,17.61,19.45,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-19,22.24,26.69,21.9,25.44,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-20,22.85,26.31,22.67,24.49,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-21,23.05,23.53,21.23,21.52,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-22,20.27,20.49,18.82,19.91,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-23,19.26,19.31,17.54,17.55,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-26,19.43,20.4,18.5,18.53,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-27,19.81,21.42,19.25,21.36,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-28,21.15,21.25,19.46,19.48,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-29,18.73,19.33,18.43,19.26,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-07-30,21.47,21.47,19.64,20.94,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-02,19.75,21.4,19.68,19.84,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-03,20.41,21.05,19.33,20.22,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-04,19.36,20.0,18.91,19.21,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-05,18.79,18.9,18.21,18.25,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-06,18.51,18.55,17.41,17.89,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-09,18.35,18.63,17.52,17.55,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-10,17.21,17.35,16.94,17.28,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-11,17.12,17.6,16.71,17.04,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-12,16.93,16.99,15.94,16.11,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-13,16.07,16.2,15.63,15.8,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-16,17.17,18.84,17.11,18.0,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-17,19.2,19.2,18.12,18.39,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-18,18.58,19.25,18.29,18.47,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-19,21.08,25.16,21.07,22.13,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-20,22.25,23.66,20.01,20.15,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-23,18.92,19.52,17.8,17.89,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-24,17.49,18.63,17.4,18.09,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-25,17.95,18.08,17.66,17.83,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-26,19.53,20.01,18.54,19.09,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-27,19.24,19.43,17.41,17.6,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-30,18.01,18.09,17.4,17.5,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-08-31,17.35,19.18,17.33,18.77,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-01,17.4,18.17,16.93,17.47,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-02,17.37,17.55,16.85,16.97,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-03,17.42,19.1,16.94,18.19,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-06,17.78,17.78,17.15,17.56,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-07,17.68,18.85,17.6,18.6,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-08,20.58,21.34,19.32,20.49,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-09,21.64,21.93,18.92,19.64,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-10,19.2,20.86,18.64,20.36,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-13,20.28,21.07,19.74,20.74,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-14,20.88,21.4,19.64,20.46,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-15,20.32,21.87,19.89,21.69,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-16,20.53,21.78,20.09,21.65,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-17,20.1,23.24,19.53,23.17,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-20,27.41,28.63,26.19,26.47,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-21,25.11,26.16,23.88,25.51,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-22,23.47,24.44,22.58,22.81,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-23,21.24,21.9,20.04,20.62,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-24,21.68,22.55,21.24,21.85,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-27,21.02,21.8,20.27,20.83,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-28,22.05,25.61,21.99,24.89,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-29,23.47,25.16,22.7,23.96,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-09-30,23.51,24.66,22.42,23.24,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-01,25.69,26.39,23.53,24.04,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-04,24.59,25.8,23.36,25.19,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-05,24.12,24.55,22.05,22.23,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-06,24.71,26.07,23.7,24.33,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-07,22.23,22.47,20.68,21.02,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-08,20.95,21.41,19.86,20.28,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-11,21.39,22.23,20.13,20.18,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-12,21.32,21.88,20.42,20.74,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-13,21.15,21.22,19.35,19.84,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-14,18.3,18.6,16.94,16.99,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-15,16.31,17.15,16.09,16.35,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-18,18.28,18.84,17.01,17.13,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-19,17.34,17.4,16.23,16.29,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-20,16.6,16.63,15.68,15.98,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-21,16.83,16.92,16.39,16.75,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-22,16.68,16.72,15.77,16.4,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-25,17.31,17.38,16.25,16.28,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-26,16.1,16.25,15.66,16.15,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-27,16.62,17.59,16.52,16.92,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-28,17.39,17.79,16.94,17.61,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-10-29,18.53,19.99,17.53,17.62,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-01,17.71,18.32,17.49,17.5,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-02,17.69,17.91,16.85,16.86,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-03,16.98,17.01,16.45,16.47,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-04,15.59,16.08,15.47,15.97,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-05,15.91,16.42,15.71,16.4,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-08,17.43,17.45,16.72,17.2,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-09,17.41,18.17,16.92,18.06,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-10,17.66,18.42,17.18,17.18,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-11,17.5,17.65,17.03,17.09,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-12,16.93,17.25,16.13,16.14,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-15,16.65,16.95,16.38,16.65,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-16,16.62,17.03,16.59,16.8,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-17,16.7,16.79,15.98,16.68,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-18,16.77,18.35,16.55,17.77,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-19,17.65,20.66,17.43,19.12,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-22,19.05,19.88,18.63,18.88,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-23,21.28,22.27,19.57,20.64,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-24,20.39,22.55,19.76,20.67,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-25,19.89,20.3,19.71,19.88,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-26,29.09,32.5,26.66,32.31,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-29,31.29,31.29,27.61,28.8,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-11-30,30.18,33.08,27.75,30.07,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-01,28.59,28.59,25.76,26.02,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-02,28.8,31.58,27.57,30.47,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-03,28.99,32.52,27.97,31.48,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-06,31.87,31.9,29.45,30.04,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-07,28.77,28.77,24.75,24.87,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-08,23.87,25.71,23.44,24.71,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-09,23.9,24.12,22.84,23.52,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-10,24.4,24.51,21.57,22.43,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-13,22.2,23.59,21.06,23.02,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-14,21.58,24.91,21.57,24.42,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-15,23.54,24.9,23.37,24.74,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-16,19.94,21.22,19.49,20.61,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-17,21.68,23.34,21.26,21.98,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-20,28.37,29.57,25.52,26.83,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-21,24.22,24.84,22.76,22.83,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-22,22.33,22.81,21.02,21.04,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-23,20.18,20.66,18.84,19.04,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-27,20.55,21.0,19.66,19.66,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-28,19.8,19.81,18.85,19.07,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-29,19.15,20.57,18.77,20.18,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-30,19.56,19.61,18.66,19.27,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2021-12-31,19.27,19.27,19.27,19.27,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-03,19.09,19.92,18.75,19.17,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-04,18.95,18.95,17.81,18.64,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-05,18.07,18.5,17.62,17.76,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-06,21.17,22.41,19.84,20.1,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-07,20.17,21.87,19.76,20.62,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-10,20.85,23.72,20.46,22.54,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-11,20.54,21.41,19.72,19.79,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-12,18.86,19.42,17.68,18.3,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-13,18.21,19.16,17.78,18.46,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-14,20.2,21.99,19.98,21.4,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-17,21.08,21.13,19.82,20.04,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-18,22.13,23.08,21.41,21.96,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-19,22.68,22.88,20.59,22.36,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-20,21.8,22.75,20.35,20.4,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-21,24.2,26.45,23.18,24.22,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-24,25.74,34.76,25.43,32.68,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-25,31.28,33.55,29.95,31.45,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-26,28.27,29.03,27.21,28.34,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-27,29.91,30.79,26.95,28.03,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-28,28.38,32.3,28.36,29.41,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-01-31,28.52,29.01,26.52,27.01,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-01,24.55,25.22,23.66,24.09,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-02,22.1,22.92,21.69,22.64,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-03,23.76,25.43,23.3,24.33,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-04,24.74,27.68,24.45,26.3,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-07,25.5,26.81,24.07,24.24,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-08,23.74,24.59,22.9,23.16,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-09,21.84,22.19,21.17,21.41,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-10,20.99,22.9,20.99,21.84,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-11,24.01,25.18,23.62,24.66,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-14,31.99,33.95,29.05,30.05,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-15,28.56,28.72,26.6,27.06,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-16,25.4,27.81,24.72,26.61,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-17,26.13,30.4,26.11,28.79,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-18,28.57,33.0,27.94,31.27,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-21,31.7,39.09,30.08,36.22,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-22,37.43,37.92,31.46,32.98,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-23,30.35,34.24,29.02,33.46,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-24,38.71,42.46,37.39,38.13,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-25,35.96,36.73,31.46,32.12,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-02-28,37.55,40.39,34.94,35.29,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-01,35.35,41.65,35.02,41.58,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-02,42.46,42.93,37.79,38.78,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-03,37.1,41.74,36.88,40.45,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-04,41.39,49.69,41.39,49.64,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-07,56.7,59.49,47.08,48.24,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-08,47.24,48.23,43.72,45.56,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-09,42.3,42.69,40.35,41.5,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-10,42.8,45.43,41.78,43.35,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-11,42.2,42.8,37.76,41.37,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-14,41.11,41.98,39.43,40.64,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-15,43.38,45.26,40.52,41.2,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-16,38.68,38.68,35.46,36.01,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-17,34.57,35.49,31.97,32.02,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-18,31.6,33.91,29.8,29.9,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-21,29.81,30.25,28.23,28.34,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-22,27.86,27.88,26.55,27.48,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-23,27.31,31.63,26.96,30.77,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-24,30.14,32.68,29.34,31.16,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-25,31.87,33.54,30.78,32.23,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-28,31.65,31.75,29.43,30.5,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-29,28.91,28.97,26.58,26.58,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-30,27.22,28.35,27.22,28.1,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-03-31,27.01,29.51,26.93,28.99,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-01,29.11,29.1,27.9,28.5,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-04,29.53,29.62,26.61,26.73,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-05,26.88,29.45,26.1,29.16,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-06,29.31,33.8,29.27,32.24,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-07,30.75,32.55,29.56,32.53,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-08,30.3,32.05,30.09,30.73,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-11,31.57,31.64,29.32,30.23,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-12,32.26,32.54,29.51,30.01,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-13,30.49,30.64,28.76,28.84,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-14,27.91,28.59,26.6,26.75,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-15,26.75,26.75,26.75,26.75,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-19,29.19,29.54,27.29,27.44,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-20,26.74,26.74,24.98,24.98,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-21,24.44,24.8,23.95,24.54,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-22,25.97,28.7,25.94,28.34,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-25,31.34,32.52,30.29,31.46,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-26,29.61,33.84,28.79,32.71,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-27,32.85,34.19,31.35,32.74,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-28,31.02,32.8,30.12,31.28,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-04-29,29.9,31.09,29.22,30.77,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-02,33.44,36.0,33.17,34.07,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-03,32.0,32.95,31.29,31.38,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-04,30.96,31.24,30.11,31.23,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-05,30.01,32.9,28.17,32.77,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-06,33.56,35.34,32.11,32.8,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-09,33.61,36.06,33.57,35.91,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-10,34.44,35.13,33.14,35.01,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
2022-05-11,33.67,34.92,31.12,31.12,0,EUR,STOXX 50 Volatility VSTOXX EUR,V2TX,index,external
